STEEL EXCEL INC,https://www.glassdoor.com/Reviews/Steel-Energy-Reviews-E2444424.htm,1,https://www.glassdoor.com/Reviews/Excel-Steel-Works-Reviews-E6518640.htm,0,https://www.glassdoor.com/Reviews/United-Steel-Products-Reviews-E37926.htm,1,,STELL EXCEL INC,,STELL EXCEL INC,,,,,,,STEEL EXCEL INC,,,,,,,,STEEL EXCEL ,STEEL EXCEL ,,,,,,
ROCKWELL AUTOMATION INC,https://www.glassdoor.com/Reviews/Rockwell-Automation-Reviews-E567.htm,345,https://www.glassdoor.com/Reviews/Kalypso-Reviews-E264795.htm,13,https://www.glassdoor.com/Reviews/MESTECH-Services-Reviews-E429810.htm,6,,ROCKWELL AUTOMATION INC,,,,,,,,,ROCKWELL AUTOMATION,ROCKWELL AUTOMATION,https://www.glassdoor.com/Reviews/Rockwell-Automation-Reviews-E567.htm,345,https://www.glassdoor.com/Reviews/Kalypso-Reviews-E264795.htm,13,https://www.glassdoor.com/Reviews/MESTECH-Services-Reviews-E429810.htm,6,ROCKWELL AUTOMATION ,ROCKWELL AUTOMATION ,https://www.glassdoor.com/Reviews/Rockwell-Automation-Reviews-E567.htm,345,https://www.glassdoor.com/Reviews/Kalypso-Reviews-E264795.htm,13,https://www.glassdoor.com/Reviews/MESTECH-Services-Reviews-E429810.htm,6
FURMANITE CORP,https://www.glassdoor.com/Reviews/Furmanite-Reviews-E371.htm,4,https://www.glassdoor.com/Reviews/Team-do-Brasil-Reviews-E2921323.htm,0,https://www.glassdoor.com/Reviews/TEAM-Industrial-Services-Reviews-E435121.htm,44,,FURMANITE CORP,,,,,,,,,FURMANITE CORP,,,,,,,,FURMANITE ,FURMANITE ,,,,,,
EQUIFAX INC,https://www.glassdoor.com/Reviews/Equifax-Reviews-E232.htm,285,https://www.glassdoor.com/Reviews/Equifax-Reviews-E4564714.htm,33,https://www.glassdoor.com/Reviews/Equifax-Analytics-Reviews-E5780940.htm,3,,EQUIFAX INC,,,,,,,,,EQUIFAX INC,,,,,,,,EQUIFAX ,EQUIFAX ,,,,,,
BRISTOLMYERS SQUIBB CO,https://www.glassdoor.com/Reviews/Bristol-Myers-Squibb-Reviews-E107.htm,459,,,,,,BRISTOL MYERS SQUIBB CO,,BRISTOL MYERS SQUIBB CO,https://www.glassdoor.com/Reviews/Bristol-Myers-Squibb-Reviews-E107.htm,459,https://www.glassdoor.com/Reviews/BMS-Reviews-E6233434.htm,1,https://www.glassdoor.com/Reviews/UPSA-SAS-Reviews-E3141420.htm,0,BRISTOL-MYERS SQUIBB CO,BRISTOL-MYERS SQUIBB CO,https://www.glassdoor.com/Reviews/Bristol-Myers-Squibb-Reviews-E107.htm,459,https://www.glassdoor.com/Reviews/BMS-Reviews-E6233434.htm,1,https://www.glassdoor.com/Reviews/UPSA-SAS-Reviews-E3141420.htm,0,BRISTOLMYERS SQUIBB ,BRISTOLMYERS SQUIBB ,https://www.glassdoor.com/Reviews/Bristol-Myers-Squibb-Reviews-E107.htm,459,,,,
ESS TECHNOLOGY INC,https://www.glassdoor.com/Reviews/ESS-Technology-Reviews-E4519.htm,2,https://www.glassdoor.com/Reviews/ESS-Inc-Reviews-E1280566.htm,4,https://www.glassdoor.com/Reviews/ESS-Reviews-E672806.htm,140,,E S S TECHNOLOGY INC,,E S S TECHNOLOGY INC,https://www.glassdoor.com/Reviews/NU-Technology-Inc-Reviews-E815406.htm,5,https://www.glassdoor.com/Reviews/EG-Technology-Inc-Reviews-E224834.htm,1,https://www.glassdoor.com/Reviews/Visa-Inc-Reviews-E3035.htm,697,ESS TECHNOLOGY INC,,,,,,,,ESS TECHNOLOGY ,ESS TECHNOLOGY ,https://www.glassdoor.com/Reviews/ESS-Technology-Reviews-E4519.htm,2,https://www.glassdoor.com/Reviews/ESS-Reviews-E672806.htm,140,https://www.glassdoor.com/Reviews/ESS-Inc-Reviews-E1280566.htm,4
NATIONAL SERVICE INDS INC,https://www.glassdoor.com/Reviews/Envision-Plastics-Inds-Reviews-E280473.htm,1,https://www.glassdoor.com/Reviews/Medpharma-pharma-and-chem-Reviews-E6481376.htm,1,https://www.glassdoor.com/Reviews/MGK-Solu%C3%A7%C3%B5es-Industriais-para-Caldeiraria-Reviews-E9465847.htm,0,,NATIONAL SERVICE INDUSTRIES INC,,NATIONAL SERVICE INDUSTRIES INC,https://www.glassdoor.com/Reviews/Visa-Inc-Reviews-E3035.htm,697,https://www.glassdoor.com/Reviews/The-TJX-Companies-Inc-Reviews-E639.htm,575,https://www.glassdoor.com/Reviews/Williams-Sonoma-Inc-Reviews-E2043.htm,400,NATIONAL SERVICE INDS INC,,,,,,,,NATIONAL SERVICE INDS ,NATIONAL SERVICE INDS ,https://www.glassdoor.com/Reviews/Envision-Plastics-Inds-Reviews-E280473.htm,1,https://www.glassdoor.com/Reviews/Himson-Textile-Engg-Inds-Reviews-E550282.htm,0,https://www.glassdoor.com/Reviews/Medpharma-pharma-and-chem-Reviews-E6481376.htm,1
PITNEY BOWES INC,https://www.glassdoor.com/Reviews/Pitney-Bowes-Reviews-E535.htm,279,https://www.glassdoor.com/Reviews/Pitney-Bowes-Employees-Federal-Credit-Union-Reviews-E5782974.htm,1,,,,PITNEY BOWES INC,,,,,,,,,PITNEY BOWES INC,,,,,,,,PITNEY BOWES ,PITNEY BOWES ,https://www.glassdoor.com/Reviews/Pitney-Bowes-Reviews-E535.htm,279,,,,
THERMO FISHER SCIENTIFIC INC,https://www.glassdoor.com/Reviews/Thermo-Fisher-Scientific-Reviews-E658.htm,1185,https://www.glassdoor.com/Reviews/Patheon-Reviews-E9372.htm,30,https://www.glassdoor.com/Reviews/CorEvitas-Reviews-E1363722.htm,6,,THERMO ELECTRON CORP,,THERMO ELECTRON CORP,,,,,,,THERMO FISHER SCIENTIFIC INC,,,,,,,,THERMO FISHER SCIENTIFIC ,THERMO FISHER SCIENTIFIC ,,,,,,
SERACARE INC,https://www.glassdoor.com/Reviews/SeraCare-Life-Sciences-Reviews-E7933.htm,6,https://www.glassdoor.com/Reviews/LGC-Reviews-E35689.htm,48,,,,SERACARE INC,,,,,,,,,SERACARE INC,,,,,,,,SERACARE ,SERACARE ,https://www.glassdoor.com/Reviews/SeraCare-Life-Sciences-Reviews-E7933.htm,6,https://www.glassdoor.com/Reviews/LGC-Reviews-E35689.htm,48,,
AMBASSADORS INTERNATIONAL,https://www.glassdoor.com/Reviews/Ambassadors-International-Reviews-E4351.htm,1,https://www.glassdoor.com/Reviews/Sales-Ambassadors-UK-Reviews-E2306014.htm,10,https://www.glassdoor.com/Reviews/Medical-Ambassadors-International-Reviews-E1030846.htm,1,,AMBASSADORS INTERNATIONAL INC,,AMBASSADORS INTERNATIONAL INC,https://www.glassdoor.com/Reviews/Ambassadors-International-Reviews-E4351.htm,1,https://www.glassdoor.com/Reviews/Sales-Ambassadors-UK-Reviews-E2306014.htm,10,https://www.glassdoor.com/Reviews/Ambassadors-Reviews-E1269376.htm,2,AMBASSADORS INTERNATIONL INC,AMBASSADORS INTERNATIONL INC,,,,,,,AMBASSADORS INTERNATIONAL,,,,,,,
DOVER MOTORSPORTS INC,https://www.glassdoor.com/Reviews/Dover-Motorsports-Reviews-E6219.htm,2,https://www.glassdoor.com/Reviews/Speedway-Motorsports-Reviews-E3938.htm,3,,,,DOVER MOTORSPORTS INC,,,,,,,,,DOVER MOTORSPORTS INC,,,,,,,,DOVER MOTORSPORTS ,DOVER MOTORSPORTS ,https://www.glassdoor.com/Reviews/Dover-Motorsports-Reviews-E6219.htm,2,https://www.glassdoor.com/Reviews/Speedway-Motorsports-Reviews-E3938.htm,3,,
GOODRICH CORPORATION,https://www.glassdoor.com/Reviews/GoodRich-Reviews-E3030658.htm,1,https://www.glassdoor.com/Reviews/Goodrich-NC-Reviews-E4106814.htm,1,https://www.glassdoor.com/Reviews/Goodrich-NY-Reviews-E6310516.htm,1,,GOODRICH B F CO,,GOODRICH B F CO,,,,,,,GOODRICH CORP,GOODRICH CORP,https://www.glassdoor.com/Reviews/GoodRich-Reviews-E3030658.htm,1,https://www.glassdoor.com/Reviews/Goodrich-NC-Reviews-E4106814.htm,1,https://www.glassdoor.com/Reviews/Goodrich-NY-Reviews-E6310516.htm,1,GOODRICH ,GOODRICH ,https://www.glassdoor.com/Reviews/Goodrich-Maritime-Reviews-E3177175.htm,3,,,,
ALLERGAN INC,https://www.glassdoor.com/Reviews/All%C4%93-Reviews-E9691345.htm,1,https://www.glassdoor.com/Reviews/Allergan-Aesthetics-Reviews-E4820678.htm,13,https://www.glassdoor.com/Reviews/Allergan-Data-Labs-Reviews-E2403038.htm,2,,ALLERGAN INC,,,,,,,,,ALLERGAN INC,,,,,,,,ALLERGAN ,ALLERGAN ,https://www.glassdoor.com/Reviews/Allergan-Aesthetics-Reviews-E4820678.htm,13,https://www.glassdoor.com/Reviews/Allergan-Aesthetics-Brazil-Reviews-E9512749.htm,0,https://www.glassdoor.com/Reviews/All%C4%93-Reviews-E9691345.htm,1
FUEL SYSTEMS SOLUTIONS INC,https://www.glassdoor.com/Reviews/Easy-Fuel-Inc-Reviews-E240801.htm,1,https://www.glassdoor.com/Reviews/Parkland-Corporation-Reviews-E784514.htm,37,https://www.glassdoor.com/Reviews/Rocket-Fuel-Reviews-E286428.htm,29,,FUEL SYSTEMS SOLUTIONS INC,,,,,,,,,FUEL SYSTEMS SOLUTIONS INC,,,,,,,,FUEL SYSTEMS SOLUTIONS ,FUEL SYSTEMS SOLUTIONS ,https://www.glassdoor.com/Reviews/Agility-Fuel-Systems-Reviews-E1197164.htm,2,https://www.glassdoor.com/Reviews/Agility-Fuel-Solutions-Reviews-E2299241.htm,2,https://www.glassdoor.com/Reviews/Hexagon-Agility-Reviews-E5494891.htm,3
HELMERICH AND PAYNE INC,https://www.glassdoor.com/Reviews/Helmerich-and-Payne-Reviews-E23254.htm,40,,,,,,HELMERICH & PAYNE INC,,HELMERICH & PAYNE INC,https://www.glassdoor.com/Reviews/Helmerich-and-Payne-Reviews-E23254.htm,40,,,,,HELMERICH & PAYNE,HELMERICH & PAYNE,https://www.glassdoor.com/Reviews/Helmerich-and-Payne-Reviews-E23254.htm,40,,,,,HELMERICH AND PAYNE ,HELMERICH AND PAYNE ,https://www.glassdoor.com/Reviews/Helmerich-and-Payne-Reviews-E23254.htm,40,,,,
CIRCUIT CITY STORES INC,https://www.glassdoor.com/Reviews/Circuit-City-Reviews-E8231.htm,65,,,,,,CIRCUIT CITY STORES INC,,,,,,,,,CIRCUIT CITY STORES INC,,,,,,,,CIRCUIT CITY STORES ,CIRCUIT CITY STORES ,https://www.glassdoor.com/Reviews/Circuit-City-Reviews-E8231.htm,65,https://www.glassdoor.com/Reviews/City-Circuit-Reviews-E10628676.htm,0,https://www.glassdoor.com/Reviews/Circuit-Court-for-Baltimore-City-Reviews-E1021288.htm,3
YRC WORLDWIDE INC,https://www.glassdoor.com/Reviews/YRC-Worldwide-Reviews-E2050.htm,23,,,,,,Y R C WORLDWIDE INC,,Y R C WORLDWIDE INC,https://www.glassdoor.com/Reviews/Samsung-Electronics-Reviews-E3363.htm,1247,https://www.glassdoor.com/Reviews/FedEx-Reviews-E246.htm,3459,https://www.glassdoor.com/Reviews/Nestl%C3%A9-Reviews-E3492.htm,897,YRC WORLDWIDE INC,,,,,,,,YRC WORLDWIDE ,YRC WORLDWIDE ,https://www.glassdoor.com/Reviews/YRC-Worldwide-Reviews-E2050.htm,23,,,,
DSP GROUP INC,https://www.glassdoor.com/Reviews/DSP-Group-Reviews-E2558.htm,9,https://www.glassdoor.com/Reviews/Tremor-Video-Reviews-E1846984.htm,7,https://www.glassdoor.com/Reviews/Avazu-DSP-Reviews-E555552.htm,3,,D S P GROUP INC,,D S P GROUP INC,https://www.glassdoor.com/Reviews/A-A-D-A-P-Inc-Reviews-E149634.htm,3,https://www.glassdoor.com/Reviews/A-P-Group-Reviews-E10678968.htm,1,https://www.glassdoor.com/Reviews/P-D-Group-Reviews-E935266.htm,1,DSP GROUP INC,,,,,,,,DSP GROUP ,DSP GROUP ,https://www.glassdoor.com/Reviews/DSP-Group-Reviews-E2558.htm,9,https://www.glassdoor.com/Reviews/DSP-Design-Associates-Reviews-E1162971.htm,4,https://www.glassdoor.com/Reviews/DSP-Asset-Managers-Pvt-Ltd-Reviews-E519032.htm,8
PLAINS RES INC,,,,,,,,PLAINS RESOURCES INC,,PLAINS RESOURCES INC,,,,,,,PLAINS RESOURCES INC,,,,,,,,PLAINS RES ,PLAINS RES ,,,,,,
MONSTER WORLDWIDE INC,https://www.glassdoor.com/Reviews/Monster-Worldwide-Reviews-E3411.htm,141,,,,,,MONSTER WORLDWIDE INC,,,,,,,,,MONSTER WORLDWIDE INC,,,,,,,,MONSTER WORLDWIDE ,MONSTER WORLDWIDE ,https://www.glassdoor.com/Reviews/Monster-Worldwide-Reviews-E3411.htm,141,,,,
CONEXANT SYSTEMS INC,https://www.glassdoor.com/Reviews/Conexant-Systems-Reviews-E8975.htm,13,,,,,,CONEXANT SYSTEMS INC,,,,,,,,,CONEXANT SYSTEMS INC,,,,,,,,CONEXANT SYSTEMS ,CONEXANT SYSTEMS ,https://www.glassdoor.com/Reviews/Conexant-Systems-Reviews-E8975.htm,13,,,,
CENTEX CORPORATION,https://www.glassdoor.com/Reviews/Centex-Reviews-E18912.htm,10,https://www.glassdoor.com/Reviews/Centex-Reviews-E3231925.htm,0,https://www.glassdoor.com/Reviews/Centex-italy-Reviews-E3231928.htm,0,,CENTEX CORP,,CENTEX CORP,https://www.glassdoor.com/Reviews/Centex-Reviews-E18912.htm,10,https://www.glassdoor.com/Reviews/Centex-Reviews-E3231925.htm,0,https://www.glassdoor.com/Reviews/Centex-italy-Reviews-E3231928.htm,0,CENTEX CORP,,,,,,,,CENTEX ,CENTEX ,,,,,,
"MERCK & CO., INC.",https://www.glassdoor.com/Reviews/Merck-Reviews-E438.htm,596,https://www.glassdoor.com/Reviews/MSD-Reviews-E550581.htm,222,https://www.glassdoor.com/Reviews/Merck-KGaA-Reviews-E8715.htm,201,,MERCK & CO INC NEW,,MERCK & CO INC NEW,https://www.glassdoor.com/Reviews/Merck-Reviews-E438.htm,596,https://www.glassdoor.com/Reviews/MSD-Reviews-E550581.htm,222,https://www.glassdoor.com/Reviews/Merck-KGaA-Reviews-E8715.htm,201,MERCK & CO,MERCK & CO,https://www.glassdoor.com/Reviews/Merck-Reviews-E438.htm,596,https://www.glassdoor.com/Reviews/Merck-KGaA-Reviews-E8715.htm,201,https://www.glassdoor.com/Reviews/Merck-Reviews-E10696973.htm,1,"MERCK & CO., ","MERCK & CO., ",,,,,,
